Model,Product Data
WM4000HWA,"HOME APPLIANCES© 2020 LG Electronics USA, Inc. All rights reserved. ""LG Life’s Good"" is a registered trademark of LG Corp. All other product and brand names are trademarks or registered trademarks of their respective owners. Design, features and specifications are subject to 
change without notice. Non-metric weights and measurements are approximate. Some features may require Internet access. Content and services may vary by product and are subject to change without notice. 7/22/20LG LAUNDRYLG LAUNDRY
WM4000H_A
4.5 cu.ft. Front Load Washer with TurboWash™360° 
and Built-In IntelligencePRODUCT FEATURES4.5 cu. ft. Ultra Large Capacity   
TurboWash™ 360° Technology  
AI Fabric Sensor/ Smart Pairing™
AAFA certified LG washer 
LG ThinQ® Technology / Proactive Customer Care  
Tempered Glass Door   
ColdWash™ Technology   
Direct Drive Motor 10-Year Limited Warranty  
ENERGY STAR® Certified  
Closet Depth 
NeveRust™ Stainless Steel Tub 
SUMMARY
Type Front Load Washer
Capacity (cu.ft.) 4.5 cu. ft.
Matching Electric Dryer DLEX4000W, DLEX4000B
Matching Gas Dryer DLGX4001W, DLGX4001B
Color White (W), Black Steel (B)
APPEARANCE
Hard Buttons Yes
Touch Buttons Yes
Dial-A-Cycle™ Yes
ENERGY
ENERGY STAR® Most Efficient 
2019Yes
ENERGY STAR® Qualified Yes
CEE Tier 2
IMEF 2.92
IWF 2.9
WASH PROGRAMS
No. of Programs 12
Wash ProgramsNormal, Perm. Press, Heavy 
Duty, Delicates, Towels, Speed 
Wash, Bedding, Tub Clean, Bright 
Whites™, Sanitary, Allergiene™, 
Downloaded
WASH OPTIONS
No. of Options 13
OptionsTurboWash®, Steam, Fresh Care, 
Pre-wash, Remote Start, Delay 
Wash, Wi-Fi, Add Item, ColdWash, 
Extra Rinse, Rinse+Spin, Control 
Lock, Spin Only
WASH DETAILS
No. of Wash/Rinse Temps 5
Wash/Rinse TempsExtra Hot, Hot, Warm, Cold, 
Tap Cold
No. of Spin Speeds 5Spin SpeedsExtra High, High, Medium, Low, 
No Spin
Max RPM 1300
Water Levels Load Sensing
No. of Soil Levels 5
FABRIC CARE FEATURES
AI DD™ Yes
TurboWash™ 360 Technology Yes
Steam Technology Yes
Allergiene™ Cycle Yes
Sanitary Cycle Yes
ColdWash™ Option Yes
SenseClean™ System Yes
CONVENIENCE FEATURES
TrueBalance™ Anti-Vibration 
SystemYes
4 Tray DispenserPrewash, Main Wash (with liquid 
detergent cup), Bleach, Fabric 
Softener
LoDecibel™ Quiet Operation Yes
End of Cycle Signal Yes
LoadSense Yes
Child Lock Yes
Auto Suds Removal Yes
Leveling Legs 4 Adjustable Legs
Easy Loading TilTub™ Yes
ThinQ®  TECHNOLOGY
SmartDiagnosis™ (v3.0) Yes
Wi-Fi Yes
Remote Start and Cycle Monitor Yes
Energy Monitoring Yes
MOTOR AND AGITATOR
Motor Type Inverter Direct Drive Motor
Axis HorizontalMATERIALS AND FINISHES
NeveRust™ Stainless Steel Drum Yes
Cabinet PCM
Control Panel Plastic
Top Plate Painted
Door / Rim Glass/Sand Beige
Door Cover Tinted Cover
All Available Colors White (W), Black Steel (B)
CERTIFICATION
AAFA Yes
POWER SOURCE
Ratings UL Listed
Electrical Requirements 120V, 10 Amps
Type Electric
OPTIONS/ACCESSORIES
Pedestal WDP4W, WDP4B
Pedestal (WxHxD)27 x 14 1/8 x 30 3/4 (50 9/16 D 
with door open)
LG Sidekick™ Pedestal Washer WD100CW, WD100CB
LG Sidekick™ Pedestal Washer 
(WxHxD)27 x 14 1/8 x 30 3/4 (50 9/16 D 
with door open)
Stacking Kit KSTK1
DIMENSIONS
Product (WxHxD) 27"" x 39"" x 30 1/4""
Depth with Door Open (55"" D with door open)
Carton (WxHxD)29 23/32"" x 41 27/32"" x 31 
17/32""
Weight (Product/Carton) 187.4 / 209.8 lbs
LIMITED WARRANTY
Parts and Labor 1 Year
Direct Drive Motor 10 Years
Drum 3 Years
UPC CODES
WM4000HWA (White) 048231028288
WM4000HBA (Black Steel) 048231028271KEY FEATURES
bl ack  s teel
AVAILABLE COLORS
white
SMART APPLIANCEEnjoy new ways to control your  
home with LG smart appliances
• Use the ThinQ® app to start the laundry while you’re out
• Get alerts when the cycle is finished
• With Smart Pairing™, the washer can tell the dryer to select 
a compatible drying cycle
"
WM6700HBA,"HOME APPLIANCES
© 2022 LG Electronics USA, Inc. All rights reserved. ""LG Life’s Good"" is a registered trademark of LG Corp. All other product and brand names are trademarks or registered trademarks of their respective owners. Design, features and specifications are subject to 
change without notice. Non-metric weights and measurements are approximate. Some features may require Internet access. Content and services may vary by product and are subject to change without notice. 8/31/22LG LAUNDRYLG LAUNDRYPRODUCT FEATURES5.0 cu. ft. Mega Capacity
LCD Display and Dial-A Cycle™ Knob with Touch Buttons
ezDispense™ Automatic Dispenser
TurboWash™ 360° Technology
AI Fabric & Soil Level Sensors & Smart Pairing™
LG ThinQ® Technology with ThinQ Care
AAFA Certified with Allergiene™ Cycle
ColdWash™ Technology
NeveRust™ Stainless Steel Drum
ENERGY STAR® Certified
Direct Drive Motor 10-Year Limited Warranty
SUMMARY
Type Front Load Washer
Capacity (cu. ft.) 5.0 cu. ft.
Matching Electric Dryer DLEX6700B
Matching Gas Dryer DLGX6701B
Color Black Steel (B)
APPEARANCE
LCD Display Yes
Touch Buttons Yes
Dial-A-Cycle™ Yes
ENERGY
ENERGY STAR® Most Efficient Yes
ENERGY STAR® Certified Yes
CEE Tier Advanced
IMEF 3.1
IWF 2.9
WASH PROGRAMS
No. of Programs 25
Wash ProgramsNormal, AI Wash, Bedding, Delicates, 
Towels, Quick Wash, Heavy Duty, 
Allergiene™, Perm. Press, Tub Clean, 
Bright Whites™, Sanitary, Rinse + 
Spin, Spin Only, Hand/Wool, Active 
Wear, Swimwear, Kids Wear, Jeans, 
Dresses, Color Care, Sweat Stains, 
Small Load, Large Load, X Large Load
WASH OPTIONS
No. of Options 19
OptionsTurboWash™, Steam, Fresh Care, 
Pre-Wash, Remote Start, Delay 
Wash, Wi-Fi, Add Item, Extra Rinse, 
Control Lock, Drum Light, ColdWash, 
Spin Only, Detergent Level, Softener 
Level, Signal, Cycle List Edit, Cycle 
Optimization, Softener Tank UseWASH DETAILS
No. of Wash/Rinse Temps 5
Wash/Rinse Temps Extra Hot, Hot, Warm, Cold, Tap Cold
No. of Spin Speeds 5
Spin SpeedsExtra High, High, Medium, Low, 
No Spin
Max RPM 1300
Water Levels Load Sensing
No. of Soil Levels 5
FABRIC CARE FEATURES
AI DD™ Yes
TurboWash™ 360 Technology Yes
Steam Technology Yes
Allergiene™ Cycle Yes
Sanitary Cycle Yes
ColdWash™ Option Yes
Soil Level Sensor Yes
CONVENIENCE FEATURES
Vibration sensing (Cabinet  
Vibration Sensor)Yes
TrueBalance™ Anti-Vibration System Yes
4 Tray DispenserezDispense Cartridge (Detergent, 
Softener), Main Wash, Bleach (Cup)
End of Cycle Signal Yes
LoadSense Yes
Control Lock Yes
Auto Suds Removal Yes
Leveling Legs 4 Adjustable Legs
Drumlight Yes
ThinQ®  TECHNOLOGY
ThinQ Care Yes
SmartDiagnosis™ (v3.0) Yes
Wi-Fi Yes
Energy Monitoring Yes
Tub Clean Coach YesMOTOR AND AGITATOR
Motor Type Inverter Direct Drive Motor
Axis Horizontal
MATERIALS AND FINISHES
NeveRust™ Stainless Steel Drum Yes
CabinetPainted SteelControl Panel
Top Plate Painted Steel
Door / Rim Glass / Chrome
Door Cover Tempered Glass Door
All Available Colors Black Steel (B)
CERTIFICATION
AAFA Yes
POWER SOURCE
Ratings UL Listed
Electrical Requirements 120V, 10 Amps
Type Electric
OPTIONS/ACCESSORIES
Pedestal WDP6B
Pedestal (WxHxD)27” x 13 5/8” x 28”
(43 7/8” D with door open)
LG Sidekick™ Pedestal Washer WD300CB
LG Sidekick™ Pedestal Washer 
(WxHxD)27” x 14 1/8” x 30 3/4” 
(50 1/2” D with drawer open)
Stacking Kit KSTK1
DIMENSIONS
Product (WxHxD) 27”  x 39” x 33 1/4”
Depth with Door Open (55” D with door open)
Carton (WxHxD) 29 3/4” x 43 1/8” x 33 7/8”
Weight (Product/Carton) 209.5 / 222.7 lbs.
LIMITED WARRANTY
Parts and Labor 1 Year
Direct Drive Motor 10 Years
Drum 3 Years
UPC CODES
WM6700HBA (Black Steel) 195174037058KEY FEATURES
bl ack  s teelAVAILABLE COLORS
SMART APPLIANCEProactive Smart Alerts to Keep 
Your Appliances Running Smoothly
• Preventative Alerts help you stay a step ahead of potential  
  issues to find proactive solutions before problems arise.
• Avoid preventable repairs and service calls with real-time  
  diagnostics for a hassle-free experience.
• Integrated within LG's ThinQ app—a smart home hub for  
  managing your smart devices and appliances.
WM6700HBA
5.0 cu. ft. Mega Capacity Smart Front Load Washer with 
TurboWash™ 360° and AI Built-in intelligence "
WM3400CW,"HOME APPLIANCES
© 2019 LG Electronics USA, Inc. All rights reserved. ""LG Life’s Good"" is a registered trademark of LG Corp. All other product and brand names are trademarks or registered trademarks of their respective owners. Design, features and specifications are subject to 
change without notice. Non-metric weights and measurements are approximate. Some features may require Internet access. Content and services may vary by product and are subject to change without notice. 12/10/19LG LAUNDRYLG LAUNDRY
WM3400CW  
4.5 cu.ft. Front Load WasherPRODUCT FEATURES4.5 cu.ft. Capacity  
6Motion™ Technology
ColdWash™ Technology
Direct Drive Motor 10-Year Limited Warranty 
ENERGY STAR® Certified 
LG SideKick™ Compatible 
Closet Depth
NeverRust™ Stainless Steel TubKEY FEATURES
SUMMARY
Series LG
Type Front Load Washer
Capacity (cu.ft.) 4.5 cu. ft.
Matching Electric Dryer DLE3400W
Matching Gas Dryer DLG3401W
Color White (W)
APPEARANCE
Hard Buttons Yes
Touch Buttons Yes
Dial-A-Cycle™ Yes
ENERGY
ENERGY STAR® Qualified Yes
CEE Tier 2
IMEF 2.92
IWF 2.9
WASH PROGRAMS
No. of Programs 8
Normal, Perm. Press, Heavy Duty, 
Delicates, Towels, Speed Wash, 
Bedding, Tub Clean 
WASH OPTIONS
No. of Options 6
Prewash, Delay Wash, Cold -
Wash, ColdWash, Extra Rinse, 
Rinse+Spin, Child Lock*
WASH DETAILS
No. of Wash/Rinse Temps 5
Wash/Rinse TempsHot, Warm, Semi Warm,  Cold, 
Tap Cold
No. of Spin Speeds 3
Spin Speeds High, Medium, Low
Max RPM 1300
Water LevelsLoad Sensing*
*adjusted by sensor exept during 
Speed Wash
No. of Soil Levels 3FABRIC CARE FEATURES
ColdWash™ Option Yes
SenseClean™ System Yes
CONVENIENCE FEATURES
TrueBalance™ Anti-Vibration 
SystemYes
4 Tray DispenserPrewash, Main Wash (with liquid 
detergent cup), Bleach, Fabric 
Softener
LoDecibel™ Quiet Operation Yes
End of Cycle Signal Yes
LoadSense Yes
Child Lock* Yes
Auto Suds Removal Yes
Leveling Legs 4 Adjustable Legs
Easy Loading TilTub™ Yes
SmartDiagnosis™ (v3.0) Yes
Remote Start and Cycle Monitoring Yes
MOTOR AND AGITATOR
Motor Type Inverter Direct Drive Motor
Axis Horizontal
MATERIALS AND FINISHES
NeveRust™ Stainless Steel Drum Yes
Cabinet PCM
Control Panel Plastic
Top Plate Painted
Door / Rim Glass/White
Door Cover Clear Round Cover
All Available Colors White (W)POWER SOURCE
Ratings UL Listed
Electrical Requirements 120V, 10 Amps
Type Electric
OPTIONS/ACCESSORIES
Pedestal WDP4W
Pedestal (WxHxD)27 x 14 1/8 x 30 3/4 (50 9/16 D 
with door open)
LG Sidekick™ Pedestal Washer WD100CW
LG Sidekick™ Pedestal Washer 
(WxHxD)27 x 14 1/8 x 30 3/4 (50 9/16 D 
with door open)
Stacking Kit KSTK1
DIMENSIONS
Product (WxHxD) 27"" x 39"" x 30 1/4""
Depth with Door Open (55"" D with door open)
Carton (WxHxD)29 23/32"" x 41 27/32"" x 31 
17/32""
Weight (Product/Carton) 187.4 / 209.8
LIMITED WARRANTY
Parts and Labor 1 Year
Direct Drive Motor 10 Years
Drum 3 Years
UPC CODES
WM3400CW (White) 048231027922
DLE3400W (White) 048231028035
DLG3401W (White) 048231028042AVAILABLE COLORS
white
"
WM1455HWA,"HOME APPLIANCES
© 2021 LG Electronics USA, Inc. All rights reserved. ""LG Life’s Good"" is a registered trademark of LG Corp. All other product and brand names are trademarks or registered trademarks of their respective owners. Design, features and specifications are subject to 
change without notice. Non-metric weights and measurements are approximate. Some features may require Internet access. Content and services may vary by product and are subject to change without notice. 4/28/21LG LAUNDRYLG LAUNDRY
WM1455H_A
2.4 cu.ft. Compact Front Load Washer
 with Built-In IntelligencePRODUCT FEATURES2.4 cu. ft. Compact Capacity
AI Fabric Sensor
AAFA Certified LG Washer
ThinQ® Technology with Proactive Customer Care
Tempered Glass Door
Direct Drive Motor 10-Year Limited Warranty
ENERGY STAR® Certified
NeveRust™ Stainless Steel Tub  
TrueBalance™ Anti-Vibration System & LoDecibel™ Quiet Op -
eration
TubClean Cycle
SUMMARY
Type Compact Front Load Washer 
Capacity 2.4 cu. ft.
Internal Heater Yes
Steam Yes
Width 24""
Matching Dryer DLHC1455W, DLHC1455V
Color White (W), Graphite Steel (V)
APPEARANCE
Hard Buttons Yes
Touch Buttons Yes
Dial-A-Cycle™ Yes
ENERGY
ENERGY STAR® Qualified Yes
CEE Tier Tier1
IMEF 2.07
IWF 4.2
WASH PROGRAMS
No. of Programs 14
Normal, Heavy Duty, Bulky/
Large, Sanitary, Baby Wear, Al -
lergieneTM, Tub Clean, Delicates, 
Hand Wash/Wool, Perm.Press, 
Sportswear, Speed Wash, Drain 
+Spin, Downloaded
WASH OPTIONS
No. of Options 9
Heavy Soil, Extra Rinse, Pre-wash, 
Delay Wash, Wi-Fi, Add Item, Re -
mote Start, Signal, Control LockWASH DETAILS
No. of Wash/Rinse Temps 5
Wash/Rinse TempsExtra Hot, Hot, Warm, Cold, 
Tap Cold
No. of Spin Speeds 5
Spin SpeedsExtra High, High, Medium, Low, 
No Spin
Max RPM 1400
Water Levels Load Sensing
No. of Soil Levels 2
FABRIC CARE FEATURES
AI DD™ Yes
Steam Technology Yes
Allergiene™ Cycle Yes
Sanitary Cycle Yes
CONVENIENCE FEATURES
TrueBalance™ Anti-Vibration 
SystemYes
End of Cycle Signal Yes
LoadSense Yes
Control Lock Yes
Auto Suds Removal Yes
Leveling Legs Yes
ThinQ®  TECHNOLOGY
SmartDiagnosis™ (v3.0) Yes
WiFi Yes
Remote start and cycle monitor Yes
Energy Monitoring Yes
Tub Clean Coach Yes
MOTOR
Motor Type Inverter Direct Drive Motor
Axis HorizontalMATERIALS AND FINISHES
NeveRust™ Stainless Steel Drum Yes
Cabinet Painted Steel
Control Panel Plastic
Top Plate Painted Board
Door / Rim Chrome
Door Cover Glass
All Available Colors White (W) / Graphite Steel (V)
CERTIFICATION
AAFA Yes
POWER SOURCE
Ratings UL Listed
Electrical Requirements 120V, 10 Amps
Type Electric
OPTIONS/ACCESSORIES
Hose Included Yes
DIMENSIONS 
Product (WxHxD)24'' X 33 1/2'' X 22 1/4''  
(60 cm X 85 cm X 56.5cm)
Depth with Door Open 43 1/4'' (110 cm)
Carton (WxHxD) 25"" 63/64 x 35 1/64"" x 25 63/64""
Weight (Product) 154.3 lb (70 kg)
Weight (Carton) 163.1 lbs(74 kg)
LIMITED WARRANTY
Parts and Labor 1 Year
Direct Drive Motor 10 Years
Drum 3 Years
UPC CODES
WM1455HWA (White) 048231027960
WM1455HVA (Graphite Steel) 048231027984
DLHC1455W (White) 048231027977
DLHC1455V (Graphite Steel) 048231027991KEY FEATURES SMART APPLIANCEEnjoy new ways to control your  
home with LG smart appliances
• Use the ThinQ® app to start the laundry while you’re out
• Get alerts when the cycle is finished
• Proactive Customer Care offers preventative maintenance 
tips
AVAILABLE COLORS
white
gr aphite  s teel
"
WM4200HWA,"HOME APPLIANCES© 2020 LG Electronics USA, Inc. All rights reserved. ""LG Life’s Good"" is a registered trademark of LG Corp. All other product and brand names are trademarks or registered trademarks of their respective owners. Design, features and specifications are subject to 
change without notice. Non-metric weights and measurements are approximate. Some features may require Internet access. Content and services may vary by product and are subject to change without notice. 7/22/20LG LAUNDRYLG LAUNDRY
WM4200H_A
5.0 cu. ft. Front Load Washer with TurboWash™360° 
and Built-In IntelligencePRODUCT FEATURES5.0 cu. ft. Mega Capacity  
TurboWash™ 360° Technology  
AI Fabric Sensor/ Smart Pairing™
AAFA certified LG washer  
LG ThinQ® Technology / Proactive Customer Care  
Tempered Glass Door 
ColdWash™ Technology  
Direct Drive Motor 10-Year Limited Warranty  
ENERGY STAR® Certified 
Closet Depth 
NeveRust™ Stainless Steel Tub and Lifters  
SUMMARY
Type Front Load Washer
Capacity (cu.ft.) 5.0 cu. ft.
Matching Electric Dryer DLEX4200W, DLEX4200B
Matching Gas Dryer DLGX4201W, DLGX4201B
Matching Heat Pump Dryer DLHC4200W, DLHC4200B
Color White (W), Black Steel (B)
APPEARANCE
Hard Buttons Yes
Touch Buttons Yes
Dial-A-Cycle™ Yes
ENERGY
ENERGY STAR® Most Efficient 
2019Yes
ENERGY STAR® Qualified Yes
CEE Tier Advanced
IMEF 3.1
IWF 2.9
WASH PROGRAMS
No. of Programs 14
Wash ProgramsNormal, Perm. Press, Heavy Duty, 
Delicates, Towels, Speed Wash, 
Drain+Spin, Bedding, Tub Clean, 
Bright Whites™, Sanitary, Aller -
giene™, Sportswear, Downloaded
WASH OPTIONS
No. of Options 13
OptionsTurboWash®, Steam, Fresh Care, 
Pre-wash, Remote Start, Delay 
Wash, Wi-Fi, Add Item, ColdWash, 
Extra Rinse, Rinse+Spin, Control 
Lock, Spin Only
WASH DETAILS
No. of Wash/Rinse Temps 5
Wash/Rinse TempsExtra Hot, Hot, Warm, Cold, 
Tap ColdNo. of Spin Speeds 5
Spin SpeedsExtra High, High, Medium, Low, 
No Spin
Max RPM 1300
Water Levels Load Sensing
No. of Soil Levels 5
FABRIC CARE FEATURES
AI DD™ Yes
TurboWash™ 360 Technology Yes
Steam Technology Yes
Allergiene™ Cycle Yes
Sanitary Cycle Yes
ColdWash™ Option Yes
SenseClean™ System Yes
CONVENIENCE FEATURES
TrueBalance™ Anti-Vibration 
SystemYes
4 Tray DispenserPrewash, Main Wash (with liquid 
detergent cup), Bleach, Fabric 
Softener
LoDecibel™ Quiet Operation Yes
End of Cycle Signal Yes
LoadSense Yes
Child Lock Yes
Auto Suds Removal Yes
Leveling Legs 4 Adjustable Legs
Easy Loading TilTub™ Yes
ThinQ®  TECHNOLOGY
SmartDiagnosis™ (v3.0) Yes
Wi-Fi Yes
Remote Start and Cycle Monitor Yes
Energy Monitoring Yes
MOTOR AND AGITATOR
Motor Type Inverter Direct Drive Motor
Axis HorizontalMATERIALS AND FINISHES
NeveRust™ Stainless Steel Drum Yes
Cabinet PCM
Control Panel Plastic
Top Plate Painted
Door / Rim Glass/Chrome
Door Cover Tinted Cover
All Available Colors White (W), Black Steel (B)
CERTIFICATION
AAFA Yes
POWER SOURCE
Ratings UL Listed
Electrical Requirements 120V, 10 Amps
Type Electric
OPTIONS/ACCESSORIES
Pedestal WDP4W, WDP4B
Pedestal (WxHxD)27 x 14 1/8 x 30 3/4 (50 9/16 D 
with door open)
LG Sidekick™ Pedestal Washer WD100CW, WD100CB
LG Sidekick™ Pedestal Washer 
(WxHxD)27 x 14 1/8 x 30 3/4 (50 9/16 D 
with door open)
Stacking Kit KSTK1
DIMENSIONS
Product (WxHxD) 27""  x 39"" x 33 1/4""
Depth with Door Open (53 1/4"" D with door open)
Carton (WxHxD)29 23/32"" x 43 4/32"" x 33 
28/32"" 
Weight (Product/Carton) 201.5 / 215.2 lbs
LIMITED WARRANTY
Parts and Labor 1 Year
Direct Drive Motor 10 Years
Drum 3 Years
UPC CODES
WM4200HWA (White) 048231028301
WM4200HBA (Black Steel) 048231028295KEY FEATURES
bl ack  s teel
AVAILABLE COLORS
white
SMART APPLIANCEEnjoy new ways to control your  
home with LG smart appliances
• Use the ThinQ® app to start the laundry while you’re out
• Get alerts when the cycle is finished
• With Smart Pairing™, the washer can tell the dryer to select 
a compatible drying cycle
"
WM4500HBA,"HOME APPLIANCES
© 2020 LG Electronics USA, Inc. All rights reserved. ""LG Life’s Good"" is a registered trademark of LG Corp. All other product and brand names are trademarks or registered trademarks of their respective owners. Design, features and specifications are subject to 
change without notice. Non-metric weights and measurements are approximate. Some features may require Internet access. Content and services may vary by product and are subject to change without notice. 7/22/20LG LAUNDRYLG LAUNDRY
WM4500HBA
5.0 cu.ft. Front Load Washer with TurboWash™360° 
and Built-In IntelligencePRODUCT FEATURES5.0 cu. ft. Mega Capacity
TurboWash™ 360° TechnologyAI Fabric Sensor/ Smart Pairing™
ezDispense™ Automatic Dispenser
AAFA Certified LG washerLG ThinQ® Technology / Proactive Customer CareColdWash™ TechnologyDirect Drive Motor 10-Year Limited WarrantyENERGY STAR® Certified
Closet Depth
NeveRust™ Stainless Steel Tub and Lifters
SUMMARY
Type Front Load Washer
Capacity (cu.ft.) 5.0 cu. ft.
Matching Electric Dryer DLEX4500B
Matching Gas Dryer DLGX4501B
Color Black Steel (B)
APPEARANCE
Hard Buttons Yes
Touch Buttons Yes
Dial-A-Cycle™ Yes
ENERGY
ENERGY STAR® Most Efficient 
2019Yes
ENERGY STAR® Qualified Yes
CEE Tier Advanced
IMEF 3.1
IWF 2.9
WASH PROGRAMS
No. of Programs 14
Wash ProgramsNormal, Heavy Duty, Bedding, 
Sanitary, Allergiene™, Bright White, Tub Clean, Delicates, Perm. 
Press, Sportswear, Towels, Speed 
Wash, Rinse+Spin, Downloaded
WASH OPTIONS
No. of Options 15
OptionsTurboWash®, Steam, Fresh Care, 
Pre-wash, Remote Start, Delay 
Wash, Wi-Fi, Add Item, Extra 
Rinse, Control Lock, Drum Light, ColdWash, Spin Only, Detergent 
Level, Softener Level
WASH DETAILS
No. of Wash/Rinse Temps 5
Wash/Rinse TempsExtra Hot, Hot, Warm, Cold, 
Tap ColdNo. of Spin Speeds 5
Spin SpeedsExtra High, High, Medium, Low, No Spin
Max RPM 1300
Water Levels Load Sensing
No. of Soil Levels 5
FABRIC CARE FEATURES
AI DD™ Yes
TurboWash™ 360 Technology Yes
Steam Technology Yes
Allergiene™ Cycle Yes
Sanitary Cycle Yes
ColdWash™ Option Yes
SenseClean™ System Yes
CONVENIENCE FEATURES
TrueBalance™ Anti-Vibration 
SystemYes
4 Tray DispenserezDispense cartridge(Detergent, 
Softener), Main Wash, 
Bleach(cup)
LoDecibel™ Quiet Operation Yes
End of Cycle Signal Yes
LoadSense Yes
Child Lock Yes
Auto Suds Removal Yes
Leveling Legs 4 Adjustable Legs
Easy Loading TilTub™ Yes
ThinQ®  TECHNOLOGY
SmartDiagnosis™ (v3.0) Yes
Wi-Fi Yes
Remote Start and Cycle Monitor Yes
Energy Monitoring Yes
MOTOR AND AGITATOR
Motor Type Inverter Direct Drive Motor
Axis HorizontalMATERIALS AND FINISHES
NeveRust™ Stainless Steel Drum Yes
Cabinet PCM
Control Panel Plastic
Top Plate Painted
Door / Rim Glass/Chrome
Door Cover Dark Black Tinted Square Cover
All Available Colors Black Steel (B)
CERTIFICATIONAAFA Yes
POWER SOURCERatings UL Listed
Electrical Requirements 120V, 10 Amps
Type Electric
OPTIONS/ACCESSORIES
Pedestal WDP4B
Pedestal (WxHxD)27 x 14 1/8 x 30 3/4 (50 9/16 D 
with door open)
LG Sidekick™ Pedestal Washer WD100CB
LG Sidekick™ Pedestal Washer 
(WxHxD)27 x 14 1/8 x 30 3/4 (50 9/16 D with door open)
Stacking Kit KSTK1
DIMENSIONS
Product (WxHxD) 27""  x 39"" x 33 1/4""
Depth with Door Open (53 1/4"" D with door open)
Carton (WxHxD)29 23/32"" x 43 4/32"" x 33 
28/32"" 
Weight (Product/Carton) 201.5 / 215.2 lbs
LIMITED WARRANTY
Parts and Labor 1 Year
Direct Drive Motor 10 Years
Drum 3 Years
UPC CODES
WM4500HBA (Black Steel) 048231026772KEY FEATURES
bl ack  s teelAVAILABLE COLORS
SMART APPLIANCEEnjoy new ways to control your  
home with LG smart appliances
• Use the ThinQ® app to start the laundry while you’re out
• Get alerts when the cycle is finished
• With Smart Pairing™, the washer can tell the dryer to select 
a compatible drying cycle
"
